created,updated,vehicle_model_id,brand_id,region_id,region_name,country_name,oem_name,brand_name,vehicle_model_name,vehicle_model_aliases,vehicle_description,vehicle_image,vehicle_video,vehicle_category,vehicle_type,vehicle_type_aliases,engine_types,transmission_types,transmission_types_aliases,year_launched,feature_summary,competitor_vehicles,region_level_guidelines,region_level_guardrails,brand_logo_url,brand_website,parent_company,brand_level_guidelines,brand_level_guardrails,oem_id,oem_brand_awareness,oem_country_of_origin,oem_wiki_description
,,,,,India,India,Jeep,Jeep,Meridian,"Jeep Meridian, Jeep Meridian SUV","Meridian is a premium, spacious SUV that blends rugged Jeep capability with refined comfort and advanced tech, offering versatile 5- and 7-seat layouts, strong diesel performance, and seamless connectivity for confident daily drives and long journeys.",,,Passenger vehicles,SUV,"SUV, Sport Utility Vehicle",Diesel,"Manual, Automatic","AT, MT",2022,"- The Jeep Meridian is a premium, feature-rich SUV from Jeep India that blends bold SUV design, robust performance, advanced safety technology, a refined interior, and modern connectivity. The official ex-showroom price range starts from ?23.33 lakh - rest assured that you will get the best deal at the dealership. It stands out with a strong 2.0 L Multijet II diesel engine paired with a 9-speed automatic or 6-speed manual, capable performance in both 4x2 and 4x4 configurations, and legendary Jeep capability. The exterior combines a powerful stance with signature Jeep design cues, LED headlamps, muscular body lines and 18-inch alloy wheels that convey both presence and capability. Inside, Meridian offers a premium cabin with spacious seating in 5-seater and 7-seater options, 12-way powered front seats, dual-zone automatic climate control, leather/vegan leather upholstery, and flexible boot space. The SUV’s infotainment is anchored by a large Uconnect touchscreen (10.1-inch) with wireless Apple CarPlay/Android Auto, integrated navigation, connected car features including Alexa Home-to-Vehicle support, remote engine start/stop with AC pre-conditioning and smartwatch connectivity, making it tech-forward and intuitive. Meridian also emphasises entertainment with a quality audio system and immersive digital displays. On the safety front, it comes standard with six airbags, ABS with EBD, traction control, electronic stability control, hill start assist, electronic parking brake, tyre pressure monitoring system, 360° cameras and a comprehensive ADAS suite (Adaptive Cruise Control, Forward Collision Mitigation Braking, Lane Keep Assist, Blind Spot Detection, Intelligent Speed Assist and more) on top trims, delivering high confidence and protection. \n - The variant lineup for Jeep Meridian as per the official Jeep India site and updated market guides includes Longitude, Longitude Plus, Limited (O), and Overland, each catering to different customer needs and budget brackets with official ex-showroom pricing starting around ?23.33 Lakh* for the base Meridian Longitude and rising to the top-spec Overland 4×4 AT. The Longitude variant offers essential SUV highlights like LED headlights with DRLs, roof rails, dual-zone climate control, a semi-digital instrument cluster, 10.1-inch infotainment with wireless smartphone connectivity, basic safety suite and cruise control, making it a strong value proposition. The Longitude Plus builds on this by adding a panoramic sunroof, contrast roof, wireless charger, leather steering wheel, auto-dimming IRVM, and third-row reclining seats for greater comfort and convenience. The Limited (O) variant steps up the luxury and technology with features like powered 8-way driver and front passenger seats with memory, ventilated seats, a larger digital instrument cluster, a premium Alpine 9-speaker sound system, third-row AC vents, a powered tailgate and a 360° camera, enhancing the Meridian’s upscale appeal. The Overland is the top-tier offering that adds chrome accents, suede interior touches, 4×4 capability with Jeep Active Drive and Selec-Terrain, and a comprehensive Level-2 ADAS suite (including adaptive cruise, lane departure warnings, collision mitigation and more) for the most advanced safety and off-road confidence. Additionally, Jeep has introduced special editions like Meridian X and Meridian Upland that bring unique styling and accessory enhancements for lifestyle and adventurous buyers.\n - The Meridian’s colour palette includes a variety of premium exterior shades such as Techno Metallic Green, Brilliant Black, Pearl White, Velvet Red, Magnesio Grey, Galaxy Blue, Silvery Moon and Minimal Grey, allowing buyers to personalise their SUV’s presence. \n - When compared with competitors such as the Toyota Fortuner, MG Gloster, and Skoda Kodiaq, the Jeep Meridian offers several compelling advantages. Against the Toyota Fortuner, Meridian generally comes at a lower entry price while still delivering sophisticated interior technology, advanced connectivity and modern ADAS capabilities that are optional or less comprehensive on the Fortuner, making Meridian a strong choice for tech-centric buyers seeking a premium SUV experience. Versus the MG Gloster, while both offer ADAS and premium features, Meridian combines legendary Jeep off-road credibility with a more engaging driving feel and connected tech (Alexa integration, remote pre-conditioning) that gives it an edge in usability and lifestyle integration. In comparison to the Skoda Kodiaq, Meridian typically offers better value with its competitive feature set and 4×4 capability options at a similar price point, along with Jeep’s rugged brand heritage appealing to customers valuing both urban luxury and trail capability. Overall, the Jeep Meridian stands out for its blend of advanced safety technology, robust performance, premium interior comfort, and modern connectivity features, positioning it as a compelling choice in the premium SUV segment.","Toyota Fortuner, MG Gloster, Skoda Kodiaq, BYD Atto 3",,,,,,,,,,,
,,,,,India,India,Citroen,Citroen,Basalt X,Citroen Basalt X,"Basalt X is a bold coupe-style SUV that combines sleek, expressive design with spacious comfort and smart technology, delivering a refined yet adventurous drive with advanced connectivity, premium features, and confident performance for everyday urban and highway journeys.",,,Passenger vehicles,SUV,"SUV, Sport Utility Vehicle, mid size suv",Petrol,"Manual, Automatic","AT, MT",2024,"- The Citroen Basalt X is India’s first SUV-Coupe in its segment, combining bold French styling with comfort-led engineering and certified safety to deliver a distinctive yet practical driving experience. an official ex-showroom price range starts from ?8.14 lakh - rest assured that you will get the best deal at the dealership. Built around Citroen’s global comfort DNA, it merges SUV versatility with a sporty coupe silhouette, offering strong road presence alongside everyday usability. The Basalt X has earned a 4-Star Safety Rating from Bharat NCAP for both Adult and Child Occupant Protection, confirming its strong structural integrity and crash performance under official testing standards. Supporting this rating, it comes equipped with comprehensive passive safety features including 6 airbags (driver, passenger, side and curtain), 3-point seatbelts for all occupants, seatbelt reminders for every seat, and ISOFIX child seat anchors with top tether, ensuring protection across the cabin. Active safety systems such as ESP (Electronic Stability Program), Hill Hold Assist, and ABS with EBD enhance stability, maintain grip during sudden manoeuvres, prevent skidding, and avoid rollback on inclines, helping prevent accidents before they occur. Visibility and driver awareness are strengthened with the Halo 360° Camera, reverse parking sensors, auto-dimming IRVM, LED Vision projector headlamps, projector fog lamps, and signature LED DRLs, providing confidence in tight city spaces and low-light conditions. The vehicle also proactively safeguards occupants through features like the Tyre Pressure Monitoring System and High Speed Alert system, which issues warnings at 80 km/h and continuous alerts at 120 km/h, ensuring risks are identified early. \n - Beyond safety, the Basalt X offers a connected ecosystem with remote AC pre-conditioning, remote lock/unlock, live vehicle diagnostics, and full integration with the MyCitroen app. Inside, the technology experience is anchored by a 10.25-inch lag-free touchscreen with wireless Apple CarPlay and Android Auto, wireless charging, and a 7-inch digital driver display, delivering seamless connectivity. A key highlight in higher variants is CARA, India’s first intelligent in-car companion in the segment, designed to go beyond basic voice commands by enabling continuous, contextual conversation. CARA personalizes interactions by remembering user preferences, supports navigation, weather updates, flight status checks, and real-time information access, enables calling and SOS assistance, controls multimedia functions, and even provides vehicle-related guidance. With multilingual capability and natural speech recognition, CARA transforms the cabin into an interactive and intelligent environment. Together, certified crash safety, active stability systems, preventive alerts, connected technology, and AI-powered assistance position the Citroen Basalt X as a stylish, secure, and smart SUV-coupe built for modern drivers. \n - Regarding variants and their unique highlights, Basalt is offered in three core trims: You, Plus and Max, with multiple variant permutations and Turbo petrol options, and manual/automatic gearboxes. The entry-level 'You' focuses on essentials with halogen headlamps, steel wheels, basic safety suite (6 airbags, ABS, ESP, HHC, ISOFIX), manual AC and reverse parking sensors — delivering strong value at the base price. The 'Plus' variant adds a more upscale experience with LED DRLs, wheel covers, body-coloured handles, ORVM turn indicators, interior dual-tone trim, a larger touchscreen, digital driver display, height-adjustable driver seat and TPMS, elevating both comfort and tech. With the turbo engine in Plus, you get projector headlamps, fog lamps, automatic climate control, rear AC vents, rear defogger, and dual USB chargers — making it a compelling mid-range pick. The top-end 'Max' garners 16-inch alloy wheels, leather-wrapped steering wheel, semi-leatherette seats, connected car features, shark-fin antenna, rear camera, and smart tilt rear cushion (in AT) with dual-tone roof options that accentuate premium appeal. \n -In terms of colors available for Basalt, buyers can choose from single-tone shades including Polar White, Steel Grey, Platinum Grey, Cosmo Blue, and Garnet Red, along with dual-tone combinations like Polar White with Black roof and Garnet Red with Black roof, offering both classic and contrasting looks.\n - When compared with key competitors such as the Hyundai Creta, Kia Seltos and Tata Curvv, the Basalt holds its own due to its distinctive SUV-coupe styling and comfort-focused ride quality that’s often cited as more compliance-oriented than the typically firmer rivals. Against the Creta and Seltos, which are more mainstream SUVs with broader feature lists and dealer networks, Basalt delivers a unique exterior character with competitive safety and infotainment tech at a generally lower entry price, appealing to buyers seeking standout design and value — especially with features like a large touchscreen, connected car tech and advanced comfort suspension. Versus the Tata Curvv, Basalt’s ride comfort and brand-exclusive suspension tuning can be a preference point for buyers focused on long-journey ease and a more European ride feel, whereas Curvv leans more toward performance-oriented dynamics. In each comparison, Basalt’s combination of bold design, solid safety equipment, comfort-centric features and competitive pricing make it a compelling alternative to these established rivals for customers prioritising style and comfort without spending significantly more.","Maruti Suzuki Fronx, Tata Nexon, Hyundai Venue, Mahindra XUV 3XO",,,,,,,,,,,
,,,,,India,India,Citroen,Citroen,Aircross,Citroen Aircross,"Aircross is a spacious, family-friendly SUV that blends CitroÃ«nâ€™s advanced comfort-focused ride, smart tech, and versatile seating with practical everyday usability, delivering confident performance, thoughtful connectivity, and refined comfort for urban and highway journeys alike.",,,Passenger vehicles,SUV,"Coupe SUV,","Petrol, Diesel","Manual, Automatic","AT, MT",2021,"- The Citroen Aircross X is a bold and versatile SUV designed for modern Indian families, combining French design sophistication with SUV strength and everyday practicality. The official ex-showroom price starts from ?8.29 lakh for the 5-Seater and ?10.99 lakh for the 7-Seater - rest assured that you will get the best deal at the dealership. Built around Citroen's global comfort DNA and engineered in India, the Aircross X offers commanding road presence with 200 mm ground clearance, a muscular stance, and distinctive diamond-cut alloy wheels that enhance its strong SUV identity. Designed for flexibility, the Aircross X is available in both 5-seater and 7-seater configurations, with the 7-seater featuring Flexi-Pro seating, removable third-row seats, 60:40 split second-row tumble function, and a 3-step recline feature for maximum adaptability between passengers and luggage. Comfort remains central to the Aircross X experience with Citroen's signature suspension tuning that delivers a smooth and planted ride across varying road conditions. Best-in-class tropicalised automatic climate control, rear AC vents, rear roof vents (7-seater), and Tropicool ventilated front seats ensure superior cabin comfort even during peak Indian summers. The lounge-inspired interior features soft-touch materials, leatherette upholstery in higher trims, diffused ambient lighting, and a refined dual-tone cabin theme that creates a premium and relaxed driving environment. On the technology front, the Aircross X comes equipped with a 10.25-inch Citroen Connect floating touchscreen with wireless Apple CarPlay and Android Auto, paired with a 7-inch coloured digital TFT instrument cluster. Wireless charging, multiple Type-C fast charging ports across rows, cruise control with speed limiter, and Proxi-Sense passive entry with push start enhance convenience and everyday usability. A key highlight in higher variants is CARA, India's intelligent in-car companion, designed to go beyond basic voice commands with continuous conversations, personalised interactions, navigation assistance, weather updates, multimedia control, SOS support, and real-time information access with multilingual capability, transforming the cabin into a smart and interactive ecosystem. The Aircross X also integrates 40+ connected features through the MyCitroen Connect app including remote engine start/stop with pre-conditioning, geo-fencing, remote lock/unlock, intrusion alerts, fuel status monitoring, and vehicle tracking. The Aircross has a 5-star Bharat NCAP rating for Adult Occupant Protection and 4 stars for Child Occupant Protection. Safety is comprehensive with 6 airbags, Electronic Stability Program (ESP), Hill Hold Assist, ABS with EBD, ISOFIX child seat anchors with top tether, Tyre Pressure Monitoring System (TPMS), reverse parking sensors, electrochromic auto-dimming IRVM, and an available 360° camera system, along with high-speed alert warnings at 80 km/h and continuous alerts at 120 km/h to enhance preventive safety. Under the hood, the Aircross X offers PureTech petrol powertrains including a 1.2L naturally aspirated engine and a 1.2L turbo petrol engine with 5-speed manual, 6-speed manual, and 6-speed torque converter automatic transmission options, delivering strong mid-range performance with competitive fuel efficiency. \n - Regarding variants and their unique highlights, Aircross X is offered in three core trims: You, Plus, and Max across both 5-seater and 7-seater configurations with Turbo petrol options. The entry-level 'You' 5-Seater starts at ?8.29 lakh and focuses on essentials with 6 airbags, ABS, ESP, Hill Hold Assist, manual AC, reverse parking sensors, and core comfort features, delivering strong value at the base price. The 7-Seater range starts from ?10.99 lakh and adds flexible third-row seating with enhanced practicality for larger families. The 'Plus' variant enhances the experience with a larger touchscreen, digital cluster, automatic climate control (with turbo), rear AC vents, additional charging ports, cruise control in select variants, and improved interior trims, offering a balanced mix of comfort and technology. The top-end 'Max' variant adds 17-inch diamond-cut alloy wheels, leatherette upholstery, ambient lighting, wireless charger, electrochromic IRVM, connected car features with 40+ smart functions, CARA intelligent assistant (in automatic variant), Proxi-Sense passive entry with push start, and dual-tone roof options, delivering a premium and tech-forward experience. \n - In terms of colours available for Aircross X, buyers can choose from monotone shades including Polar White, Steel Grey, Deep Forest Green, Cosmo Blue, Garnet Red, and Perla Nera Black, along with dual-tone combinations like Polar White with Black roof, Deep Forest Green with Black roof, Cosmo Blue with Polar White roof, and Garnet Red with Black roof, offering both elegant and sporty styling choices. \n - When compared with key competitors such as Hyundai Creta, Kia Seltos and Tata Curvv, the Aircross X stands out with its flexible 5 and 7-seater configuration, removable third-row seats, comfort-focused suspension tuning, and intelligent in-car assistant technology. While rivals may emphasize feature density or performance orientation, Aircross X prioritizes ride comfort, cabin flexibility, connected convenience, and family-centric usability, making it a compelling alternative for buyers seeking space, practicality, and distinctive European-inspired design at a competitive starting price.","Hyundai Creta, Kia Seltos, Maruti Suzuki Grand Vitara, Tata Nexon, Volkswagen Taigun, Skoda Kushaq, Honda Elevate, MG Astor",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Glanza,"NEW GLANZA, glanza, toyota glanza",Premium hatchback for smooth city driving with refined styling and comfort.,,,Passenger vehicles,Hatchback,"Hatch, premium hatchback, city car","Petrol, CNG","Manual, Automatic","MT, AMT",2019,,"Maruti Suzuki Baleno, Hyundai i20, Honda Jazz",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Urban Cruiser Taisor,"TAISOR, urban cruiser taisor, toyota taisor",Compact SUV coupe blending sporty design with urban practicality.,,,Passenger vehicles,SUV,"Compact SUV, crossover",Petrol,"Manual, Automatic","MT, AT",2024,,"Hyundai Venue, Tata Nexon, Kia Sonet",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Urban Cruiser Hyryder,"HYRYDER, toyota hyryder",Midsize SUV with bold styling and relaxed long distance comfort.,,,Passenger vehicles,SUV,Mid-size SUV,Petrol,"Manual, Automatic","MT, AT",2022,,"Maruti Suzuki Brezza, Hyundai Creta, Kia Seltos",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Urban Cruiser Hyryder Hybrid,"HYRYDER HYBRID, strong hybrid hyryder",Hybrid SUV offering excellent fuel efficiency and smooth performance.,,,Passenger vehicles,SUV,Hybrid SUV,Hybrid,Automatic,e-CVT,2022,,"Maruti Suzuki Grand Vitara Hybrid, Toyota Corolla Cross Hybrid",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Innova Crysta,"INNOVA CRYSTA, toyota innova","Robust MPV known for space, durability, and long journey comfort.",,,Passenger vehicles,MUV,"MUV, people mover",Diesel,Manual,MT,2016,,"Kia Carnival, Mahindra Marazzo, Toyota Vellfire",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Innova Hycross,"INNOVA HYCROSS, hycross",Premium MPV with SUV-like stance and modern comfort.,,,Passenger vehicles,MUV,"MPV, family car",Petrol,Automatic,AT,2022,,"Kia Carnival, MPV alternatives, Hyundai Staria",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Innova Hycross Hybrid,"HYCROSS HYBRID, innova hybrid","Hybrid MPV combining efficiency, comfort, and quiet performance.",,,Passenger vehicles,MUV,Hybrid MPV,Hybrid,Automatic,e-CVT,2022,,"Toyota Sienna Hybrid, Honda Odyssey Hybrid",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Fortuner,"FORTUNER, toyota fortuner",Full-size SUV with commanding presence and rugged capability.,,,Passenger vehicles,SUV,"Full-size SUV, ladder-frame SUV","Petrol, Diesel","Manual, Automatic","MT, AT",2009,,"MG Gloster, Ford Endeavour, Isuzu MU-X",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Fortuner Legender,"LEGENDER, fortuner legender",Sportier and more premium version of the Fortuner.,,,Passenger vehicles,SUV,Premium SUV,"Petrol, Diesel","Manual, Automatic","MT, AT",2021,,"MG Gloster Exclusive, Land Cruiser Prado",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Hilux,"HILUX, toyota hilux",Lifestyle pickup built for durability and off-road adventure.,,,Passenger vehicles,Pickup Truck,"Pickup truck, lifestyle truck",Diesel,"Manual, Automatic","MT, AT",2022,,"Ford Ranger, Isuzu D-Max, Toyota Tacoma",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Camry,"CAMRY, toyota camry",Premium sedan delivering smooth and quiet luxury.,,,Passenger vehicles,Sedan,Executive sedan,Petrol,Automatic,AT,2019,,"Honda Accord, Volkswagen Passat",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Camry Hybrid,CAMRY HYBRID,Luxury hybrid sedan with strong efficiency and refinement.,,,Passenger vehicles,Sedan,Hybrid sedan,Hybrid,Automatic,e-CVT,2019,,"Honda Accord Hybrid, Lexus ES Hybrid",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Vellfire,"VELLFIRE, toyota vellfire",Luxury MPV focused on chauffeur-driven comfort.,,,Passenger vehicles,MUV,Luxury MPV,Hybrid,Automatic,e-CVT,2020,,"Kia Carnival Premium, Mercedes-Benz V-Class",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Etios,"ETIOS, toyota etios",Practical and reliable sedan for everyday use.,,,Passenger vehicles,Sedan,Compact sedan,"Petrol, Diesel",Manual,MT,2010,,Maruti Suzuki Dzire Hyundai Aura Tata Tigor Honda Amaze,,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Etios Liva,"LIVA, etios liva",Simple and efficient hatchback for city driving.,,,Passenger vehicles,Hatchback,"Hatch, city car","Petrol, Diesel",Manual,MT,2011,,"Honda Amaze, Maruti Suzuki Dzire, Tata Tigor",,,,,,,,,,,
,,,,,India,India,Toyota Motor Corporation,Toyota Kirloskar Motor,Corolla Altis,"COROLLA ALTIS, altis",Comfortable and dependable mid-size sedan.,,,Passenger vehicles,Sedan,Mid-size sedan,"Petrol, Diesel","Manual, Automatic","MT, AT",2008,,"Honda Civic, Skoda Octavia, VW Jetta",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,Grand i10 Nios,"Grand i10 Nios, i10 Nios, Hyundai i10 Nios, grand i10","Hyundai Grand i10 Nios is a refined premium hatchback that blends modern styling, a comfortable cabin, and smooth performance, making everyday city drives feel effortless and enjoyable.",,,Passenger vehicles,Hatchback,"Hatch, hatchback, premium hatchback, city car","Petrol, CNG","Manual, Automatic","MT, AMT",2019,,"Maruti Suzuki WagonR, Tata Tiago, Renault Kiger",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,i20,"i20, Hyundai i20, Elite i20","Hyundai i20 is a premium hatchback designed with sharp styling, advanced features, and a plush interior, offering a confident and engaging driving experience for urban and highway journeys alike.",,,Passenger vehicles,Hatchback,"Hatch, hatchback, premium hatchback","Petrol, Diesel","Manual, Automatic","MT, IVT, DCT",2008,,"Tata Altroz, Maruti Suzuki Baleno, Honda Jazz",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,Aura,"Aura, Hyundai Aura","Hyundai Aura is a stylish compact sedan that combines elegant design, a spacious cabin, and smooth drivability, making it a comfortable choice for daily commuting and family use.",,,Passenger vehicles,Sedan,"Compact sedan, saloon, notchback","Petrol, CNG","Manual, Automatic","MT, AMT",2020,,"Honda Amaze, Maruti Dzire",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,Verna,"Verna, Hyundai Verna","Hyundai Verna is a premium midsize sedan that delivers bold styling, a refined interior, and powerful yet smooth performance, crafted for buyers who enjoy comfort with a sporty edge.",,,Passenger vehicles,Sedan,"Mid-size sedan, saloon",Petrol,"Manual, Automatic","MT, IVT, DCT",2006,,"Honda City, Skoda Slavia, VW Virtus",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,Venue,"Venue, Hyundai Venue","Hyundai Venue is a compact SUV built for urban lifestyles, offering a commanding driving position, modern features, and a balanced blend of comfort and agility.",,,Passenger vehicles,SUV,"Compact SUV, Sport Utility Vehicle, crossover","Petrol, Diesel","Manual, Automatic","MT, DCT",2019,,"Kia Sonet, Tata Nexon, Maruti Suzuki Fronx",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,Creta,"Creta, Hyundai Creta","Hyundai Creta is a bold and versatile midsize SUV that combines strong road presence, premium interiors, and a comfortable ride, making it a popular choice for families and long drives.",,,Passenger vehicles,SUV,"Mid-size SUV, Sport Utility Vehicle","Petrol, Diesel","Manual, Automatic","MT, AT, DCT",2015,,"Kia Seltos, Hyundai Tucson, Toyota Urban Cruiser Hyryder",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,Alcazar,"Alcazar, Hyundai Alcazar","Hyundai Alcazar is a premium three-row SUV offering spacious seating, refined comfort, and advanced features, ideal for families seeking versatility with an upscale feel.",,,Passenger vehicles,SUV,"3-row SUV, family SUV","Petrol, Diesel","Manual, Automatic","MT, AT, DCT",2021,,"MG Hector Plus, Hyundai Tucson",,,,,,,,,,,
,,,,,India,India,Hyundai Motor Company,Hyundai,Tucson,"Tucson, Hyundai Tucson","Hyundai Tucson is a premium SUV that delivers sophisticated design, a luxurious cabin, and confident performance, tailored for buyers who value comfort and technology.",,,Passenger vehicles,SUV,Premium SUV,"Petrol, Diesel",Automatic,AT,2005,,"Kia Sportage, Jeep Compass, Honda CR-V",,,,,,,,,,,
,,,,,India,India,Mahindra & Mahindra,Mahindra,Bolero,"Bolero SUV, Mahindra Bolero",Rugged utility SUV known for durability and rural usability.,,,Passenger vehicles,SUV,"Utility SUV, rugged SUV",Diesel,Manual,MT,2000,"The New Mahindra Bolero is built as a rugged 7 seater SUV powered by the mHawk75 1493 cc BS VI diesel engine producing 55.9 kW at 3600 rpm and 210 Nm between 1600 and 2200 rpm, paired with a 5 speed manual gearbox, rear wheel drive layout, IFS coil spring front suspension, rigid leaf spring rear suspension, front disc and rear drum brakes, 3995 x 1745 x 1880 mm dimensions, 2680 mm wheelbase, 7 seat 5 plus 2 configuration, 215/75 R15 tyres and a 60 litre fuel tank, while also integrating Micro Hybrid Technology with Engine Stop Start and RideFlo advanced ride and handling tech for improved stability, suspension tuning and efficiency as highlighted across the brochure and technical table. \n - The exterior highlights include a bold new grille design with black finish on B4 and chrome bezel on B6, B6(O) and B8, fog lamps available only on B6(O) and B8, R15 wheels across all variants with steel wheels on B4, B6 and B6(O) and diamond cut alloy wheels exclusive to B8, wheel caps on B6 and B6(O), spare wheel cover and side cladding across all variants, centre bezel with cubic finish from B6 onwards, and an overall boxy high strength frame based SUV stance with additional design identity through the new Stealth Black color and muscular proportions. \n - The interior and comfort setup includes redesigned seats with premium cushioning, upholstery progression from vinyl in B4 to fabric in B6 and B6(O) and leatherette in B8, comfortable 7 seat layout, AC, heater and demister standard across all variants, built in bottle holders on door trims from B6 onwards, front map pockets and utility spaces from B6 onwards, 1st row seatback mobile holder pouch across all variants, power steering standard across all trims, power windows and central locking from B6 onwards, rear wash and wiper available only in B6(O) and B8, and a practical cabin focused on durability and usability. \n - The infotainment and technology features include a 17.8 cm touchscreen infotainment system from B6 onwards supporting calls, music and navigation, steering mounted audio controls from B6 onwards, USB and USB C type charging ports from B6 onwards, 12V charging point from B6 onwards, digital cluster across all variants, full driver information system including distance travelled, distance to empty, average fuel efficiency, gear indicator, door ajar indicator and digital clock with day and date available on B6(O) and B8, static bending headlamps on B6(O) and B8, and Micro Hybrid Technology standard across all variants. \n - The safety package includes dual airbags for driver and co driver, seat belt reminders for front passengers, ABS with EBD, engine immobiliser, reverse parking sensors, high strength frame based construction and robust metal bumpers, all standard across B4, B6, B6(O) and B8 ensuring consistent baseline safety across the lineup. \n - The variants available are B4, B6, B6(O) and B8, where B4 is the base utility variant with steel wheels, vinyl seats, manual essentials and core safety, B6 adds chrome grille, fabric seats, infotainment, power windows, central locking, charging ports and convenience features, B6(O) builds further with fog lamps, static bending headlamps, rear wash and wiper and full driver information system making it the most balanced mid variant, and B8 is the top variant with diamond cut alloy wheels, leatherette upholstery and all features combined delivering the most premium experience. \n - The available colors are Diamond White, Stealth Black, Rocky Beige and DSAT Silver as shown in the brochure color panel. \n - The official Mahindra website pricing lists B4 at ?7,99,000, B6 at ?8,79,000, B6(O) at ?9,20,000 and B8 at ?9,80,000 ex showroom which are the correct reference prices to use.\n - Compared to competitors like Tata Nexon, Hyundai Venue and Maruti Suzuki Brezza, the Bolero stands out because it offers a 7 seat configuration, rear wheel drive layout, ladder frame construction and diesel torque focused engine making it far more suitable for rough roads, heavy passenger load and long term durability, while Nexon focuses on monocoque safety and urban comfort, Venue focuses on connected tech and city driving with automatic options, and Brezza focuses on petrol efficiency and urban practicality, making the Bolero the stronger choice for buyers prioritizing rugged usage, durability and rural or semi urban conditions over city centric refinement.","Force Traveller, Tata Sumo, Mahindra Thar",,,,,,,,,,,
