created,updated,dealership_id,region_id,region_name,dealer_name,supported_brands,showroom_name,showroom_type,contact_number,email,address,city,state,pincode,geolocation,days_open,operating_hours,showroom_status,showroom_full_name,showroom_level_guidelines,showroom_level_guardrails,region_level_guidelines,region_level_guardrails,region_subdivision_id,subdivision_name,languages,supported_brands_guidelines,subdivision_level_guidelines,subdivision_level_guardrails,manager_name,manager_contact,total_sales_executives,daily_walkin_capacity,facilities_available,parking_capacity,display_vehicle_count,google_reviews_rating,google_reviews,google_my_business_listing,showroom_reviews,showroom_photos,showroom_rating,showroom_id
,,,,India,Stellantis,Citroen,JAYARAJ KARZ,Main Showroom,,,"152/2, Madurai National Highway, Panjapur, Trichy-620012.",Trichy,Tamil Nadu,620012,"10.744032, 78.641984","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:62",Active,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,TURBO AUTOMOTIVES PRIVATE LIMITED,Main Showroom,,,"No.195/4 N 195/5, NH-5 Road, Opp. Enikepadu Panchyat Office Enikepadu, Vijaywada, Rural Krishna District, A.P – 521101",Vijayawada,Andra Pradesh,521101,"16.514780023316025, 80.70482833051715","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:63",Active,,,,,,,Andra Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Landmark Lifestyle Cars Private Limited,Main Showroom,,,"Plot No. 275-1, Ghodbunder Road, Near St. Xavier’s School, Patlipada, Thane West, Thane - 400607.","Thane, Mumbai",Maharashtra,400607,"19.2421278, 72.9762757","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:64",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Landmark Lifestyle Cars Private Limited,Main Showroom,,,"Peninsula Heights, C.D. Barfiwala Marg, Juhu lane, Andheri (W) Mumbai-400058.","Andheri, Mumbai",Maharashtra,400058,"19.1161311, 72.8415605","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:65",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Townie Mobilities LLP,Main Showroom,,,"Jaihari Bhawan Ke Samne Ring Road, Raipura, Opposite Housing Board Colony,Raipur, Ring Road, Raipur- 492001, Chattisgarh, India.",Raipur,Chhattisgarh,492001,"21.2340141, 81.5923504","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:66",Active,,,,,,,Chhattisgarh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Somaha Autos Private Limited,Main Showroom,,,"279/3, G.T. Road, Dhandari Khurd, Tehsil – Sahnewal, Ludhiana District, Punjab – 141014.",Ludhiana,Punjab,141014,"30.8610612256636, 75.93216776865928","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:67",Active,,,,,,,Punjab,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,AMP Wheels Private Limited,Main Showroom,,,"Plot No. -747/3143, Facing To NH 16, Cuttack - Bhubaneswar Rd, Pratap Nagari, P.O, Bhanpur, Cuttack, Urali, Odisha - 753011",Bhubaneswar,Odisha,753011,"20.408024334124676, 85.87954038143477","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:68",Active,,,,,,,Odisha,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Grover Cars Private Limited,Main Showroom,,,"Shyam Complex, Opposite Jindal Marg Vidyut Nagar, Hisar - 125005",Hisar,Haryana,125005,"29.13170813, 75.76069363","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:69",Active,,,,,,,Haryana,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,S.G. Infracare Private Limited,Main Showroom,,,"Matiyari, Faizabad Road, Near Anand Motors, Chinhut, Lucknow, Uttar Pradesh - 226019",Lucknow,Uttar Pradesh,226019,"NA, NA","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:70",Active,,,,,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Kalyan Automart Private Limited,Main Showroom,,,"Near Mango Hotel, Opp Bhagwati Dhaba Sikandra, Bye Pass Road, Agra - 282007.",Agra,Uttar Pradesh,282007,"27.220723, 77.930314","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:71",Active,,,,,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Concept Motorcar Private Limited,Main Showroom,,,"1st Floor, Signature - 1, Nr YMCA Club, Makarba Sarkhej Gandhinagar High Way Ahmedabad, Gujarat - 380051",Ahmedabad,Gujarat,380051,"22.9967396696536, 72.4984968089516","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:72",Active,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Landmark Lifestyle Cars Private Limited,Main Showroom,,,"D5, Block No. B1,Mohan Cooperative Industrial Area, Mathura Road, New Delhi - 110044",New Delhi,Delhi,110044,"28.5100270150901, 77.2983842822964","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:73",Active,,,,,,,Delhi,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Sky Moto Automotives Private Limited,Main Showroom,,,"ICC Tower, Ground Floor, B Wing, Senapati Bapat Road, NearPantaloon Mall,Opp. J W Marriott Hotel, Pune - 411053",Pune (SB Road),Maharashtra,411053,"18.5327612235969, 73.8299466613702","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:74",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Sky Moto Automotives Private Limited,Main Showroom,,,"No-102, Ground Floor, Pushpak Business Hub, Village-Wakad,Pune-Mumbai Highway, Tal-Mulshi, Diat-Pune - 411057",Pune (Wakad),Maharashtra,411057,"18.6034377793034, 73.752573983056","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:75",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Utsav Cars Private Limited,Main Showroom,,,"17-A , LIA , Opp Cazri, Jodhpur – 342003",Jodhpur,Rajasthan,342003,"26.2623466828844, 72.9991328880301","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:76",Active,,,,,,,Rajasthan,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis,Citroen,Arsh Automobiles Private Limited,Main Showroom,,,"NH-1 Nowgam, Byepass near Athwas Hyundai & Shuhul Mahindra, Srinagar, Jammu and Kashmir - 190015.",Srinagar,Jammu & Kashmir,190015,"34.0304152, 74.8375241","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:77",Active,,,,,,,Jammu & Kashmir,,,,,,,,,,,,,,,,,,
,,,,India,Anant Cars,Mahindra,Anant cars Bannerghatta Road,Main Showroom,,,"Janardhan Towers, Bannerghatta Rd, opposite to Rainbow Hospital, Industrial Area, Stage 2, BTM Layout, Bengaluru, Karnataka 560076",Bangalore,Karnataka,560076,"12.909300, 77.600300","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 09:15, closing_time: 18:15",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Anant Cars,Mahindra,"Anant cars Mysore Road
",Main Showroom,,,"No.327/1, Main Road, next to Bhel, Deepanjali Nagar, Patel Puttanna Industrial Estate, Nayanda Halli, Mysore, Bengaluru, Karnataka 560026",Bangalore,Karnataka,560026,"12.9522, 77.5299","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 09:15, closing_time: 18:15",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Anant Cars,Mahindra,"Anant cars Ramanagara
",Main Showroom,,,"Vibuthikere Gram Panchayath, 188/382, SY NO: 55/1A, Archakarahalli Village, Kasaba Hobli, Ramanagara, Karnataka 562159",Bangalore,Karnataka,562159,"12.71256, 77.26629","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 09:15, closing_time: 18:15",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Anant Cars,Mahindra,"Anant cars  Marathahalli
",Main Showroom,,,"No 60, RJ Garden, ChinapanahalliMarathahalli Land Mark: Next To Domino's Pizza, Outer Ring Rd, opp. to E-Zone Club, Anand Nagar, Bengaluru, Karnataka 560037",Bangalore,Karnataka,560037,"12.9619, 77.7014","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 09:15, closing_time: 18:15",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Anant Cars,Mahindra,"Anant cars KR Puram
",Main Showroom,,,"Old Madras Rd, near to SBR Keerthi, Sannatammanahalli, Katamnallur, Bengaluru, Katamnallur, Karnataka 560049",Bangalore,Karnataka,560049,"13.05095, 77.75788","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 09:15, closing_time: 18:15",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Anant Cars,Mahindra,"Anant cars Prithvi World",Main Showroom,,,"NO.28/16-A, Municipal No:670/16-A, Prithvi World, Male Mahadeshwar Road Prithvi World, NAZARBAD, T Narsipura Rd, next to INDIAN AIRFORCE SELECTION BOARD, MOHALLA, Chamundi Vihar Layout, Mysuru, Karnataka 570011",Mysore,Karnataka,570011,"12.3109, 76.6396","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 09:15, closing_time: 18:15",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,MAGNUS MOTORS PRIVATE LIMITED,Main Showroom,,,"Ground Floor, Sun Embark, next to Sola Flyover, Ahmedabad, Gujarat - 380060",Ahmedabad,Gujarat,380060,"23.0732996171039, 72.5238689765672","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,KHT AGENCIES PRIVATE LIMITED,Main Showroom,,,"Old No.15A, New No.44, Industrial Suburb Service Road, Leading to Tumkur Road, RMC Yard Post, Opposite to shell petrol bunk, Yeshwantpur, Bangalore-560022.",Bengaluru,Karnataka,560022,"13.02461332, 77.54663163","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,VTK Automobiles Private limited,Main Showroom,,,"Old No.179, New No. 8, Kodambakkam High Road, Nungambakkam, Chennai - 600034.",Chennai,Tamil Nadu,600034,"13.0534861613567, 80.2488121104782","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Celica Automotive Private Limited,Main Showroom,,,"24/1, Park Street, Kolkata - 700016",Kolkata,West Bengal,700016,"22.5513612019061, 88.3537924648037","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,West Bengal,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Sree Krishna Automotives Hyderabad,Main Showroom,,,"Plot No: 240, Metro Pillar No C1625, Road No. 36, Opp. Krishna Jewellery, Jawahar Colony, Jubilee Hills, Hyderabad, Telangana 500081.",Hyderabad,Telangana,500081,"17.4297997117345, 78.4127519315037","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Telangana,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Nanavati Eurocars pvt ltd,Main Showroom,,,"Ground floor, Iscon Mall, Dumas Rd, Piplod, Surat - 395007",Surat,Gujarat,395007,"21.1616461951131, 72.7740587353608","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,SGA PREMIUM CARS INDIA PRIVATE LIMITED,Main Showroom,,,"No.1151-A, Mettupalayam Road, Opp. Ganga Hospital, Coimbatore - 641 043.",Coimbatore,Tamil Nadu,641043,"11.025532358310903, 76.95117998097217","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,PRATAP VOITURES PRIVATE LIMITED,Main Showroom,,,"PG Tower, Khasra No. 454, Graam: Rampura Rupa, Opp. Glass Factory, Main Tonk Road, Jaipur - 302018",Jaipur,Rajasthan,302018,"26.870635, 75.796954","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Rajasthan,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Sree Krishna Automotives Hyderabad,Main Showroom,,,"Survey No.66, Saroor Nagar Mandal, Plot No 34, Beside Jeep Showroom, 35 & 36, Mansoorabad Rd, L. B. Nagar, Hyderabad, Telangana 500035",Hyderabad,Telangana,500035,"17.3574274620908, 78.5568070926099","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Telangana,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,VTK Automobiles Private limited,Main Showroom,,,"#310, Rajiv Gandhi Salai (Old OMR), Sholinganallur, Chennai, Tamil Nadu - 600119",Chennai,Tamil Nadu,600119,"12.9047098, 80.226909","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,M/s SATGURU ENGITECH PRIVATE LIMITED,Main Showroom,,,"7/5, Lasudia Mori, Dewas Naka, Near Lasudia Police Station, Indore(M.P.)-452010",Indore,Madhya Pradesh,452010,"22.7861779445198, 75.9057382846574","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Madhya Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Tapan Industries,Main Showroom,,,"LATE SH. MURARI LAL GOYAL COMPLEX -1, BAROG BYE PASS,SHAMLAICH, Solan, Himachal Pradesh - 173211",Solan,Himachal Pradesh,173211,"30.8884400048494, 77.0884211539753","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Himachal Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Tapan Industries,Main Showroom,,,"Khasra Number 519/1, V&P.O. Gutkar, Tehsil Balh, Mandi, Himachal Pradesh - 175021",Mandi,Himachal Pradesh,175021,"31.6532964555184, 76.9458332999999","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Himachal Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Kumar Auto Agencies Private Limited,Main Showroom,,,"Sy. No. 24/2, Rayapur Industrial Area, P.B. Road Hubbali - 580025",Hubballi,Karnataka,580025,"15.408283, 75.062686","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Karnataka,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Bhalotia Motors private limited,Main Showroom,,,"7th Phase, Adityapur Industrial Area, Gamharia, Jamshedpur - 832 109",Jamshedpur,Jharkhand,832109,"22.795267, 86.135169","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Jharkhand,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Harmeet Nextgen Private Limited,Main Showroom,,,"G-9A, automobile zone, Indraprastha Industrial Area, Kota, Rajasthan - 324005",Kota,Rajasthan,324005,"25.1343345160466, 75.8657051448317","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Rajasthan,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Royal Vehicles Private Limited,Main Showroom,,,"Shivpuri Link Road,Near Kia Showroom, Gwalior, Gwalior, Madhya Pradesh - 474001",Gwalior,Madhya Pradesh,474001,"26.1623694, 78.1644225","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Madhya Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,R & K AUTOCORP PRIVATE LIMITED,Main Showroom,,,"411, Mahanadda, Madan Mahal Nagpur Road, Jabalpur-482001",Jabalpur,Madhya Pradesh,482001,"23.160376972449, 79.9282712423293","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Madhya Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,ARASPVPV MOTORI PRIVATE LIMITED,Main Showroom,,,"35/1, Samayanallur Main Rd, Vilangudi, Madurai 625018, Tamil Nadu",Madurai,Tamil Nadu,625018,"9.95133117654211, 78.0938288179912","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,IKCK MOTORS PRIVATE LIMITED,Main Showroom,,,"Arazi No. 21, Village Karnadasdi, Pargana Kaswar Sarkari, Tehsil Rajatalab, Varanasi",Varanasi,Uttar Pradesh,221302,"25.2756724609422, 82.8879613958622","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,BANERJEE MOTORS PRIVATE LIMITED,Main Showroom,,,"NH-2, GT Road, DVC More, Near Calcutta Girls High School, Asansol - 713370. Paschim Bardhman, West Bengal.",Asansol,West Bengal,713370,"23.6720634441366, 87.0230058110503","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,West Bengal,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,ARUN BANSAL AUTOMOBILES PRIVATE LIMITED,Main Showroom,,,"Vedant Vedika Automobiles Private Limited, Bansal Ford, NH-75, Panna Road, Satna (M.P) - 485001",Satna,Madhya Pradesh,485001,"24.5108215773394, 80.8316144976899","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Madhya Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,TANISHQ AUTO PRIVATE LIMITED,Main Showroom,,,"Plot No.1, Sector No. 90(pt), N-2 Cidco, Mukundwadi, Sambhaji Nagar - 431006",Sambhaji Nagar,Maharashtra,431006,"19.8722303500425, 75.3751830936873","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,KARAN ASHOK MOTORS PVT LTD,Main Showroom,,,"Haripur Tularam Village, Gorapadao Bareely road, Haldwani Distt, Nainital, Uttarakhand – 263139",Haldwani,Uttarakhand,263139,"29.16548643, 79.52108598","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Uttarakhand,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,EVM AUTOKRAFT INDIA PRIVATE LIMITED,Main Showroom,,,"17/523 A, NH 544, Near Pazhamballam Road, Puthoor Panchayat, Marathakkara Village, Kuttanallur Taluk, Trissur District - 680306",Thrissur,Kerala,680306,"10.4798781482948, 76.2583016441816","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Kerala,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Sree Krishna Automotives Hyderabad,Main Showroom,,,"Sy 2, No 110, 23, 6-114, Hunter Rd, Hanamkonda, Telangana 506002",Warangal,Telangana,506002,"17.9838075822805, 79.5758779728176","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Telangana,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,K P AUTOMOBILES PRIVATE LIMITED,Main Showroom,,,"K.P. Building, H.B. Road, Kokar, Near Kokar SBI Bank, Ranchi Jharkhand – 834 001",Ranchi,Jharkhand,834001,"23.37626, 85.35412","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Jharkhand,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,AAKRITI WORLD PRIVATE LIMITED,Main Showroom,,,"Jal- Phagwara road, opposite Toyota-Honda showroom,Paragpur -144005 (Jalandhar G.T. Road, Paragpur Adjoining Raga Motors)",Jalandhar,Punjab,144005,"31.29467, 75.65416","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Punjab,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,THE TRUE SAI MOTORSS,Main Showroom,,,"Omalur Main Road, Near Hotel Grand Estancia, Narasodhipatti, Salem 636004.",Salem,Tamil Nadu,636004,"11.6844121541999, 78.1241177657814","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,WSL AUTOMOBILES PRIVATE LIMITED,Main Showroom,,,"Plot No. D-144, Industrial Area Phase-7, Mohali, Punjab -160 055",Mohali,Punjab,160055,"30.7169162987962, 76.701871338643","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Punjab,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,VAA Autogarages Private Limited,Main Showroom,,,"Near Amandeep Hospital, Jammu total measuring 1 Kanal 7-1/2 Marlas falling ni Khasra No. 398 min, Khata No. 397 min and khewat no. 15 min, National Highway, Greater Kailash chowk, Jammu J&K - 180011",Jammu,Jammu and Kashmir,180011,"32.680055, 74.893623","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Jammu and Kashmir,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Moharir Auto,Main Showroom,,,"Plot.No.07, S.No.1043/02/02, Trimbak Road, Nashik – 422005.",Nashik,Maharashtra,422005,"19.994955, 73.763935","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,LOTUS AUTOWORLD PRIVATE LIMITED,Main Showroom,,,"No.11/56, Renigunta Road, Tirupati – 517501.",Tirupati,Andra Pradesh,517501,"13.630437795859068, 79.4433643298045","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Andra Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,R N CAR CAFE PRIVATE LIMITED,Main Showroom,,,"RN Cars, PRD House, Partapur industrial estate, Meerut Delhi Road, Partapur, Meerut 250103, Uttar Pradesh",Meerut,Uttar Pradesh,250103,"28.928008623256787, 77.65611998823441","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,EVM AUTOKRAFT INDIA PRIVATE LIMITED,Main Showroom,,,"Nayathuparambil Building, Door No. XII-78D, Athirampuzha Panchayat, MC Road, Thellakom P.O, Kottayam, Kerala – 686630",Kottayam,Kerala,686630,"9.642069635980532, 76.54465925373587","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Kerala,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,NAMEIRAKPAM RONEL SINGH (M/S N.R.TRADERS),Main Showroom,,,"NH 102, Canchipur Opposite Manipur University, Imphal, PIN - 795003.",Imphal,Manipur,795003,"24.751987925540654, 93.93411268279522","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Manipur,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,JAYARAJ KARZ,Main Showroom,,,"152/2, Madurai National Highway, Panjapur, Trichy-620012.",Trichy,Tamil Nadu,620012,"10.744032, 78.641984","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Tamil Nadu,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,TURBO AUTOMOTIVES PRIVATE LIMITED,Main Showroom,,,"No.195/4 N 195/5, NH-5 Road, Opp. Enikepadu Panchyat Office Enikepadu, Vijaywada, Rural Krishna District, A.P – 521101",Vijayawada,Andra Pradesh,521101,"16.514780023316025, 80.70482833051715","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Andra Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Landmark Lifestyle Cars Private Limited,Main Showroom,,,"Plot No. 275-1, Ghodbunder Road, Near St. Xavier’s School, Patlipada, Thane West, Thane - 400607.","Thane, Mumbai",Maharashtra,400607,"19.2421278, 72.9762757","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
